"File Path","Line Number","Description","Link"
"packages/contracts/src/api/connectionTest.ts",32,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/open-design/security/code-scanning/17"
"apps/telemetry-worker/src/index.ts",397,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/open-design/security/code-scanning/16"
"apps/telemetry-worker/src/index.ts",371,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/open-design/security/code-scanning/15"
"apps/desktop/src/main/runtime.ts",447,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/open-design/security/code-scanning/14"
"apps/desktop/src/main/runtime.ts",156,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/open-design/security/code-scanning/13"
"apps/daemon/src/server.ts",2737,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/open-design/security/code-scanning/12"
"apps/daemon/src/skills.ts",722,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/open-design/security/code-scanning/11"
"apps/daemon/src/routes/chat.ts",1300,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/open-design/security/code-scanning/10"
"apps/daemon/src/plugins/installer.ts",217,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/open-design/security/code-scanning/9"
"apps/daemon/src/memory.ts",110,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/open-design/security/code-scanning/8"
"apps/daemon/src/codex-pets.ts",261,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/open-design/security/code-scanning/7"
"apps/daemon/src/automation-ingestions.ts",164,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/open-design/security/code-scanning/6"
"apps/daemon/src/deploy.ts",1403,"Inefficient regular expression","https://github.com/raid-ppcoe/open-design/security/code-scanning/5"
"design-templates/last30days/scripts/last30days.py",550,"Clear-text logging of sensitive information","https://github.com/raid-ppcoe/open-design/security/code-scanning/4"
"design-templates/last30days/scripts/last30days.py",546,"Clear-text logging of sensitive information","https://github.com/raid-ppcoe/open-design/security/code-scanning/3"
"design-templates/last30days/scripts/lib/log.py",12,"Clear-text logging of sensitive information","https://github.com/raid-ppcoe/open-design/security/code-scanning/2"
"design-templates/last30days/scripts/watchlist.py",37,"Incomplete URL substring sanitization","https://github.com/raid-ppcoe/open-design/security/code-scanning/1"
